patent_id,number_of_inventors,number_of_local_inventors,number_of_remote_inventors,number_of_clusters (local+remote),radius_local,radius_remote,local_cluster,nonlocal_cluster,remote_cluster
7102299,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(52.2833,0.1333); (52.2048,0.1095)', 'center_lat': 52.2833, 'center_lng': 0.1333, 'country': 'United Kingdom', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
7119493,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(50.9087,0.576); (52.2833,0.1333)', 'center_lat': 52.2833, 'center_lng': 0.1333, 'country': 'United Kingdom', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
6882234,3,3,0,1,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(-37.803,145.002); (-37.803,145.002); (-37.803,145.002)', 'center_lat': -37.803, 'center_lng': 145.002, 'country': 'Australia', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
7587106,8,8,0,1,1000,1000,"{'number_of_inventors_in_cluster': 8, 'locations': '(40.6083,-75.4906); (40.6083,-75.4906); (40.4797,-75.5056); (40.6083,-75.4906); (40.6083,-75.4906); (40.6347,-75.5847); (40.5367,-75.6317); (40.6883,-75.2211)', 'center_lat': 40.4797, 'center_lng': -75.5056, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
7929814,7,7,0,1,1000,1000,"{'number_of_inventors_in_cluster': 7, 'locations': '(40.3789,-74.5469); (40.6083,-75.4906); (40.4797,-75.5056); (40.6083,-75.4906); (40.6347,-75.5847); (40.6083,-75.4906); (40.6883,-75.2211)', 'center_lat': 40.4797, 'center_lng': -75.5056, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
8803269,11,8,3,2,1000,1000,"{'number_of_inventors_in_cluster': 8, 'locations': '(40.6083,-75.4906); (40.6083,-75.4906); (40.6083,-75.4906); (40.6083,-75.4906); (40.6347,-75.5847); (40.5367,-75.6317); (40.6258,-75.3708); (40.594,-74.6049)', 'center_lat': 40.6347, 'center_lng': -75.5847, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 3, 'locations': '(37.3394,-121.8939); (37.3797,-122.1364); (37.5483,-121.9875)', 'center_lat': 37.3797, 'center_lng': -122.1364, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 3991.68242269975}]"
8830466,3,2,1,2,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(37.3797,-122.1364); (37.5483,-121.9875)', 'center_lat': 37.5483, 'center_lng': -121.9875, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(40.6347,-75.5847)', 'center_lat': 40.6347, 'center_lng': -75.5847, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 3972.947495528486}]"
8873899,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(40.5158,-75.5556); (40.6258,-75.3708)', 'center_lat': 40.6258, 'center_lng': -75.3708, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
8876410,7,5,2,2,1000,1000,"{'number_of_inventors_in_cluster': 5, 'locations': '(40.6083,-75.4906); (40.6083,-75.4906); (40.6347,-75.5847); (40.5367,-75.6317); (40.594,-74.6049)', 'center_lat': 40.6083, 'center_lng': -75.4906, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 2, 'locations': '(37.3797,-122.1364); (37.5483,-121.9875)', 'center_lat': 37.3797, 'center_lng': -122.1364, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 4000.0223513913775}]"
8905632,5,4,1,2,1000,1000,"{'number_of_inventors_in_cluster': 4, 'locations': '(40.6347,-75.5847); (40.5367,-75.6317); (40.6083,-75.4906); (40.594,-74.6049)', 'center_lat': 40.6347, 'center_lng': -75.5847, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(37.5483,-121.9875)', 'center_lat': 37.5483, 'center_lng': -121.9875, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 3972.947495528486}]"
8929689,3,3,0,1,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(40.6347,-75.5847); (40.5158,-75.5556); (40.594,-74.6049)', 'center_lat': 40.5158, 'center_lng': -75.5556, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9031107,5,3,2,2,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(40.6347,-75.5847); (40.5367,-75.6317); (40.6083,-75.4906)', 'center_lat': 40.6347, 'center_lng': -75.5847, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 2, 'locations': '(37.3394,-121.8939); (37.5483,-121.9875)', 'center_lat': 37.3394, 'center_lng': -121.8939, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 3973.076981820645}]"
9052445,6,4,2,2,1000,1000,"{'number_of_inventors_in_cluster': 4, 'locations': '(40.6347,-75.5847); (40.5367,-75.6317); (40.6083,-75.4906); (40.594,-74.6049)', 'center_lat': 40.6347, 'center_lng': -75.5847, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 2, 'locations': '(37.3797,-122.1364); (37.5483,-121.9875)', 'center_lat': 37.3797, 'center_lng': -122.1364, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 3991.68242269975}]"
9122037,3,3,0,1,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(40.6347,-75.5847); (40.5367,-75.6317); (40.5367,-75.6317)', 'center_lat': 40.6347, 'center_lng': -75.5847, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9134498,3,3,0,1,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(40.6347,-75.5847); (40.5367,-75.6317); (40.5367,-75.6317)', 'center_lat': 40.6347, 'center_lng': -75.5847, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9164235,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(40.5367,-75.6317); (40.6083,-75.4906)', 'center_lat': 40.6083, 'center_lng': -75.4906, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9213152,6,4,2,2,1000,1000,"{'number_of_inventors_in_cluster': 4, 'locations': '(40.6347,-75.5847); (40.5367,-75.6317); (40.6083,-75.4906); (40.4469,-75.9667)', 'center_lat': 40.6347, 'center_lng': -75.5847, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 2, 'locations': '(37.3797,-122.1364); (37.5483,-121.9875)', 'center_lat': 37.3797, 'center_lng': -122.1364, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 3991.68242269975}]"
9235019,7,4,3,2,1000,1000,"{'number_of_inventors_in_cluster': 4, 'locations': '(40.6347,-75.5847); (40.6083,-75.4906); (40.5367,-75.6317); (40.6083,-75.4906)', 'center_lat': 40.6083, 'center_lng': -75.4906, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 3, 'locations': '(37.3394,-121.8939); (37.5483,-121.9875); (37.3797,-122.1364)', 'center_lat': 37.3394, 'center_lng': -121.8939, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 3981.4123471680973}]"
9261652,3,2,1,2,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(40.5367,-75.6317); (40.4469,-75.9667)', 'center_lat': 40.5367, 'center_lng': -75.6317, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(37.3797,-122.1364)', 'center_lat': 37.3797, 'center_lng': -122.1364, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 3989.7368592156135}]"
9274275,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(40.5367,-75.6317); (40.6258,-75.3708)', 'center_lat': 40.6258, 'center_lng': -75.3708, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9329344,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(40.5158,-75.5556); (40.6258,-75.3708)', 'center_lat': 40.6258, 'center_lng': -75.3708, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9343450,11,8,3,2,1000,1000,"{'number_of_inventors_in_cluster': 8, 'locations': '(40.6083,-75.4906); (40.6083,-75.4906); (40.6083,-75.4906); (40.6083,-75.4906); (40.6347,-75.5847); (40.5367,-75.6317); (40.6258,-75.3708); (40.594,-74.6049)', 'center_lat': 40.6347, 'center_lng': -75.5847, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 3, 'locations': '(37.3394,-121.8939); (37.3797,-122.1364); (37.5483,-121.9875)', 'center_lat': 37.3797, 'center_lng': -122.1364, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 3991.68242269975}]"
9360688,3,3,0,1,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(40.5158,-75.5556); (40.5367,-75.6317); (40.6083,-75.4906)', 'center_lat': 40.5367, 'center_lng': -75.6317, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9411105,3,3,0,1,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(40.5158,-75.5556); (40.5367,-75.6317); (40.6833,-74.4431)', 'center_lat': 40.5367, 'center_lng': -75.6317, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9417412,3,2,1,2,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(37.3797,-122.1364); (37.5483,-121.9875)', 'center_lat': 37.5483, 'center_lng': -121.9875, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(40.6347,-75.5847)', 'center_lat': 40.6347, 'center_lng': -75.5847, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 3972.947495528486}]"
9419718,4,4,0,1,1000,1000,"{'number_of_inventors_in_cluster': 4, 'locations': '(40.6347,-75.5847); (40.5367,-75.6317); (40.6083,-75.4906); (40.6083,-75.4906)', 'center_lat': 40.6347, 'center_lng': -75.5847, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9435965,7,4,3,2,1000,1000,"{'number_of_inventors_in_cluster': 4, 'locations': '(40.6083,-75.4906); (40.5367,-75.6317); (40.6083,-75.4906); (40.594,-74.6049)', 'center_lat': 40.6083, 'center_lng': -75.4906, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 3, 'locations': '(37.3394,-121.8939); (37.3797,-122.1364); (37.5483,-121.9875)', 'center_lat': 37.3797, 'center_lng': -122.1364, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 4000.0223513913775}]"
9575266,6,4,2,2,1000,1000,"{'number_of_inventors_in_cluster': 4, 'locations': '(40.6347,-75.5847); (40.5367,-75.6317); (40.6083,-75.4906); (40.594,-74.6049)', 'center_lat': 40.6347, 'center_lng': -75.5847, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 2, 'locations': '(37.3797,-122.1364); (37.5483,-121.9875)', 'center_lat': 37.3797, 'center_lng': -122.1364, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 3991.68242269975}]"
9575267,4,4,0,1,1000,1000,"{'number_of_inventors_in_cluster': 4, 'locations': '(40.6347,-75.5847); (40.6861,-75.4972); (40.6083,-75.4906); (40.6083,-75.4906)', 'center_lat': 40.6347, 'center_lng': -75.5847, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9575337,4,3,1,2,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(40.5158,-75.5556); (40.6861,-75.4972); (40.6258,-75.3708)', 'center_lat': 40.6258, 'center_lng': -75.3708, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(37.3542,-121.9542)', 'center_lat': 37.3542, 'center_lng': -121.9542, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 3995.462273965534}]"
9618699,3,3,0,1,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(40.5367,-75.6317); (40.5367,-75.6317); (40.6258,-75.3708)', 'center_lat': 40.5367, 'center_lng': -75.6317, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9651739,2,2,0,1,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(40.5367,-75.6317); (40.6258,-75.3708)', 'center_lat': 40.6258, 'center_lng': -75.3708, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9746700,3,3,0,1,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(40.6347,-75.5847); (40.5158,-75.5556); (40.6258,-75.3708)', 'center_lat': 40.6347, 'center_lng': -75.5847, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9766484,4,4,0,1,1000,1000,"{'number_of_inventors_in_cluster': 4, 'locations': '(40.5367,-75.6317); (40.6258,-75.3708); (40.6083,-75.4906); (40.6083,-75.4906)', 'center_lat': 40.5367, 'center_lng': -75.6317, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9784920,3,3,0,1,1000,1000,"{'number_of_inventors_in_cluster': 3, 'locations': '(40.5158,-75.5556); (40.5367,-75.6317); (40.6833,-74.4431)', 'center_lat': 40.5367, 'center_lng': -75.6317, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9793902,4,2,2,3,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(37.3394,-121.8939); (37.3394,-121.8939)', 'center_lat': 37.3394, 'center_lng': -121.8939, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(32.9481,-96.7294)', 'center_lat': 32.9481, 'center_lng': -96.7294, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 2332.2094447259483}, {'number_of_inventors_in_cluster': 1, 'locations': '(40.7061,-74.5497)', 'center_lat': 40.7061, 'center_lng': -74.5497, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 4057.5346638850533}]"
9835809,5,4,1,2,1000,1000,"{'number_of_inventors_in_cluster': 4, 'locations': '(40.6347,-75.5847); (40.6861,-75.4972); (40.6083,-75.4906); (40.6083,-75.4906)', 'center_lat': 40.6347, 'center_lng': -75.5847, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(37.5483,-121.9875)', 'center_lat': 37.5483, 'center_lng': -121.9875, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 3972.947495528486}]"
9864133,4,4,0,1,1000,1000,"{'number_of_inventors_in_cluster': 4, 'locations': '(40.5367,-75.6317); (40.6258,-75.3708); (40.5367,-75.6317); (40.5108,-75.6033)', 'center_lat': 40.5367, 'center_lng': -75.6317, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9933566,4,4,0,1,1000,1000,"{'number_of_inventors_in_cluster': 4, 'locations': '(40.5367,-75.6317); (40.6258,-75.3708); (40.5367,-75.6317); (40.5108,-75.6033)', 'center_lat': 40.5367, 'center_lng': -75.6317, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,N/A
9939580,3,2,1,2,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(37.3394,-121.8939); (37.3542,-121.9542)', 'center_lat': 37.3394, 'center_lng': -121.8939, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(40.5367,-75.6317)', 'center_lat': 40.5367, 'center_lng': -75.6317, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 3971.0961027510675}]"
9964719,3,2,1,2,1000,1000,"{'number_of_inventors_in_cluster': 2, 'locations': '(37.5842,-122.365); (37.3542,-121.9542)', 'center_lat': 37.5842, 'center_lng': -122.365, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 'N/A'}",N/A,"[{'number_of_inventors_in_cluster': 1, 'locations': '(40.5367,-75.6317)', 'center_lat': 40.5367, 'center_lng': -75.6317, 'country': 'United States', 'geographical_relationship:': 'domestic', 'haversine_distance_to_local': 4001.0468105479963}]"
